,LiveUrl,Uid,Url,Certification,LearningPathUrl,Title,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
10,https://docs.microsoft.com/en-us/learn/modules/protect-against-security-threats-azure/,learn.azure.protect-against-security-threats-azure,/learn/modules/protect-against-security-threats-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Protect against security threats on Azure,8,"36,903","324,935",54.04%,"34,568","18,682","18,980",179.0,15278.731940000001,24.84144695,25,4.813987022,"1,387","12,142","10,481",azure,administrator;business-owner;business-user;student;technology-manager,beginner
11,https://docs.microsoft.com/en-us/learn/modules/protect-against-security-threats-azure/,learn.azure.protect-against-security-threats-azure,/learn/modules/protect-against-security-threats-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Protect against security threats on Azure,8,"36,903","324,935",54.04%,"34,568","18,682","18,980",179.0,15278.731940000001,24.84144695,25,4.813987022,"1,387","12,142","10,481",azure,administrator;business-owner;business-user;student;technology-manager,beginner
12,https://docs.microsoft.com/en-us/learn/modules/protect-against-security-threats-azure/,learn.azure.protect-against-security-threats-azure,/learn/modules/protect-against-security-threats-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,Protect against security threats on Azure,8,"36,903","324,935",54.04%,"34,568","18,682","18,980",179.0,15278.731940000001,24.84144695,25,4.813987022,"1,387","12,142","10,481",azure,administrator;business-owner;business-user;student;technology-manager,beginner
13,https://docs.microsoft.com/en-us/learn/modules/capture-application-logs-app-service/,learn.azure.capture-application-logs-app-service,/learn/modules/capture-application-logs-app-service/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Capture Web Application Logs with App Service Diagnostics Logging,8,"6,308","36,882",36.46%,"5,107","1,862","2,007",23.0,1677.710556,15.95793173,55,4.788571429,175,"1,136",904,azure;dotnet;aspnet-core;dotnet-core,developer;security-engineer,beginner
14,https://docs.microsoft.com/en-us/learn/modules/secure-vms-with-azure-security-center/,learn.azure-security.secure-vms-with-security-center,/learn/modules/secure-vms-with-azure-security-center/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Protect your servers and VMs from brute-force and malware attacks with Azure Security Center,6,"1,575","10,427",86.32%,"1,403","1,211","1,324",11.0,212.28305559999998,8.086973545,44,4.935897436,78,,,azure;azure-security-center,security-engineer,intermediate
15,https://docs.microsoft.com/en-us/learn/modules/secure-vms-with-azure-security-center/,learn.azure-security.secure-vms-with-security-center,/learn/modules/secure-vms-with-azure-security-center/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-host-security/,Protect your servers and VMs from brute-force and malware attacks with Azure Security Center,6,"1,575","10,427",86.32%,"1,403","1,211","1,324",11.0,212.28305559999998,8.086973545,44,4.935897436,78,,,azure;azure-security-center,security-engineer,intermediate
16,https://docs.microsoft.com/en-us/learn/modules/resolve-threats-with-azure-security-center/,learn.azure-security.resolve-threats-with-azure-security-center,/learn/modules/resolve-threats-with-azure-security-center/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Resolve security threats with Azure Security Center,7,"2,544","18,210",76.98%,"1,959","1,508","1,664",21.0,514.0797222,12.12452175,44,4.825242718,103,367,335,azure;azure-security-center,security-engineer,intermediate
17,https://docs.microsoft.com/en-us/learn/modules/identify-threats-with-azure-security-center/,learn.azure-security.identify-threats-with-azure-security-center,/learn/modules/identify-threats-with-azure-security-center/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Identify security threats with Azure Security Center,7,"1,503","11,721",83.37%,"1,383","1,153","1,292",9.0,279.1358333,11.14314704,43,4.847058823999999,85,,,azure;azure-security-center,security-engineer,beginner
18,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,learn.analyze-infrastructure-with-azure-monitor-logs,/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Analyze your Azure infrastructure by using Azure Monitor logs,5,"4,549","25,674",76.82%,"3,744","2,876","3,175",24.0,902.565,11.90457243,36,4.858024691000001,162,"1,020",973,azure;azure-monitor,solution-architect;administrator;security-engineer,beginner
19,https://docs.microsoft.com/en-us/learn/modules/secure-app-with-oidc-and-azure-ad/,learn.secure-app-with-oidc-and-azure-ad,/learn/modules/secure-app-with-oidc-and-azure-ad/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Secure your application by using OpenID Connect and Azure AD,6,"4,201","19,861",61.97%,"2,887","1,789","1,984",14.0,851.4355556,12.16046973,50,4.762711864,118,657,605,azure;azure-active-directory,solution-architect;developer;security-engineer,intermediate
20,https://docs.microsoft.com/en-us/learn/modules/create-an-azure-account/,learn.create-azure-account,/learn/modules/create-an-azure-account/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Create an Azure account,7,"11,244","51,522",42.80%,"6,680","2,859","2,929",17.0,1540.095833,8.218227499,39,4.870292887,239,,,azure;azure-portal,administrator;solution-architect;developer;security-engineer;student,beginner
21,https://docs.microsoft.com/en-us/learn/modules/manage-device-identity-ad-join/,learn.azure.manage-device-identity-ad-join,/learn/modules/manage-device-identity-ad-join/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Manage device identity with Azure AD join and Enterprise State Roaming,5,"3,381","18,762",80.17%,"2,567","2,058","2,326",20.0,837.9316667,14.87012718,25,4.77443609,133,,,azure-active-directory,administrator;solution-architect,intermediate
22,https://docs.microsoft.com/en-us/learn/modules/create-users-and-groups-in-azure-active-directory/,learn.azure.create-users-and-groups-in-azure-active-directory,/learn/modules/create-users-and-groups-in-azure-active-directory/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Create Azure users and groups in Azure Active Directory,8,"8,485","63,154",62.29%,"6,393","3,982","4,403",17.0,2428.097222,17.16980947,41,4.8384279480000005,229,"3,298","2,475",azure;azure-active-directory,administrator,beginner
23,https://docs.microsoft.com/en-us/learn/modules/allow-users-reset-their-password/,learn.azure.allow-users-to-reset-their-password,/learn/modules/allow-users-reset-their-password/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Allow users to reset their password with Azure Active Directory self-service password reset,6,"4,892","34,181",78.27%,"4,368","3,419","3,785",17.0,1165.907222,14.29976152,31,4.776649746,197,"1,516","1,278",azure;azure-active-directory,administrator;solution-architect,beginner
24,https://docs.microsoft.com/en-us/learn/modules/add-custom-domain-name-azure-active-directory/,learn.azure.add-custom-domain-name-azure-active-directory,/learn/modules/add-custom-domain-name-azure-active-directory/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Add custom domain name to Azure Active Directory,5,"2,506","13,988",83.28%,"2,040","1,699","1,888",18.0,379.2586111,9.080413673999999,18,4.772727273,110,,,azure;azure-active-directory,administrator,beginner
25,https://docs.microsoft.com/en-us/learn/modules/secure-aad-users-with-mfa/,learn.azure-security.secure-aad-users-with-mfa,/learn/modules/secure-aad-users-with-mfa/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Secure Azure Active Directory users with Multi-Factor Authentication,6,"3,094","20,206",74.70%,"2,624","1,960","2,137",16.0,637.0688888999999,12.3542771,38,4.831775701000001,107,,,azure;azure-portal;azure-active-directory,security-engineer;administrator,beginner
26,https://docs.microsoft.com/en-us/learn/modules/secure-aad-users-with-mfa/,learn.azure-security.secure-aad-users-with-mfa,/learn/modules/secure-aad-users-with-mfa/,sc-300,https://docs.microsoft.com/en-us/learn/paths/implement-authentication-access-management-solution/,Secure Azure Active Directory users with Multi-Factor Authentication,6,"3,094","20,206",74.70%,"2,624","1,960","2,137",16.0,637.0688888999999,12.3542771,38,4.831775701000001,107,,,azure;azure-portal;azure-active-directory,security-engineer;administrator,beginner
27,https://docs.microsoft.com/en-us/learn/modules/manage-users-and-groups-in-aad/,learn.azure-security.manage-users-and-groups-in-aad,/learn/modules/manage-users-and-groups-in-aad/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Manage users and groups in Azure Active Directory,7,"6,726","43,557",60.00%,"5,080","3,048","3,380",25.0,2092.603611,18.66729359,50,4.802575107,233,,,azure;azure-active-directory,security-engineer;administrator,beginner
28,https://docs.microsoft.com/en-us/learn/modules/secure-azure-resources-with-rbac/,learn.secure-azure-resources-with-rbac,/learn/modules/secure-azure-resources-with-rbac/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,Secure your Azure resources with Azure role-based access control (Azure RBAC),8,"7,349","61,025",70.94%,"6,446","4,573","5,133",30.0,2111.3197219999997,17.23760829,37,4.808118081,271,,,azure;azure-portal;azure-active-directory;azure-rbac,administrator;solution-architect;security-engineer,beginner
29,https://docs.microsoft.com/en-us/learn/modules/control-and-organize-with-azure-resource-manager/,learn.control-and-organize-with-resource-manager,/learn/modules/control-and-organize-with-azure-resource-manager/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,Control and organize Azure resources with Azure Resource Manager,8,"9,933","69,512",61.92%,"7,489","4,637","5,119",57.0,2627.886111,15.87367026,46,4.797169811,424,,,azure;azure-resource-manager,solution-architect;administrator,intermediate
30,https://docs.microsoft.com/en-us/learn/modules/manage-subscription-access-azure-rbac/,learn.azure.manage-subscription-access-azure-rbac,/learn/modules/manage-subscription-access-azure-rbac/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,Manage access to an Azure subscription by using Azure role-based access control (Azure RBAC),5,"3,507","22,311",80.64%,"2,919","2,354","2,560",36.0,529.0191666999999,9.050798403,21,4.863157895,190,,,azure;azure-active-directory;azure-rbac,administrator,beginner
31,https://docs.microsoft.com/en-us/learn/modules/create-custom-azure-roles-with-rbac/,learn.azure.create-custom-roles-rbac,/learn/modules/create-custom-azure-roles-with-rbac/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,Create custom roles for Azure resources with Azure role-based access control (Azure RBAC),6,"3,065","21,501",84.05%,"2,714","2,281","2,528",28.0,462.2430556,9.048803698,30,4.835365854,164,,,azure;azure-rbac,administrator,beginner
32,https://docs.microsoft.com/en-us/learn/modules/build-cloud-governance-strategy-azure/,learn.azure.build-cloud-governance-strategy-azure,/learn/modules/build-cloud-governance-strategy-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,Build a cloud governance strategy on Azure,12,"30,553","347,321",59.31%,"26,092","15,474","16,875",177.0,16513.084440000002,32.42840528,48,4.773957571,"1,367",,,azure;azure-blueprints;azure-policy;azure-rbac,administrator;business-owner;business-user;developer;student;technology-manager,beginner
33,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-azure-network-infrastructure/,learn.troubleshoot-azure-network-infrastructure,/learn/modules/troubleshoot-azure-network-infrastructure/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,Monitor and troubleshoot your end-to-end Azure network infrastructure by using network monitoring tools,6,"3,420","21,943",77.79%,"2,778","2,161","2,376",19.0,815.1558332999999,14.30097953,62,4.8,125,,,azure;azure-virtual-network;azure-network-watcher,solution-architect;administrator,beginner
34,https://docs.microsoft.com/en-us/learn/modules/secure-and-isolate-with-nsg-and-service-endpoints/,learn.secure-and-isolate-with-nsg-and-service-endpoints,/learn/modules/secure-and-isolate-with-nsg-and-service-endpoints/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,Secure and isolate access to Azure resources by using network security groups and service endpoints,6,"5,204","35,941",67.74%,"4,390","2,974","3,251",20.0,1978.9097219999999,22.81602293,43,4.824324324,148,"1,669","1,359",azure;azure-virtual-network,solution-architect;administrator;security-engineer,beginner
35,https://docs.microsoft.com/en-us/learn/modules/end-to-end-encryption-with-app-gateway/,learn.end-to-end-encryption-with-app-gateway,/learn/modules/end-to-end-encryption-with-app-gateway/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,Encrypt network traffic end to end with Azure Application Gateway,7,"2,156","16,347",84.03%,"1,829","1,537","1,693",13.0,376.9077778,10.48908472,77,4.846153846,78,,,azure;azure-virtual-network;azure-application-gateway,solution-architect;developer;security-engineer,intermediate
36,https://docs.microsoft.com/en-us/learn/modules/configure-network-for-azure-virtual-machines/,learn.configure-the-network-for-your-virtual-machines,/learn/modules/configure-network-for-azure-virtual-machines/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,Configure the network for your virtual machines,8,"5,084","30,157",62.17%,"3,368","2,094","2,331",18.0,1017.861667,12.0125295,94,4.813953488,129,,,azure;azure-virtual-machines;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-virtual-network,developer;administrator;security-engineer,intermediate
37,https://docs.microsoft.com/en-us/learn/modules/secure-network-connectivity-azure/,learn.azure.secure-network-connectivity-azure,/learn/modules/secure-network-connectivity-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,Secure network connectivity on Azure (AZ-900),9,"21,903","211,783",68.18%,"19,927","13,587","14,815",78.0,10246.91889,28.06990519,34,4.811751903999999,919,"6,591","6,087",azure,administrator;developer;business-owner;business-user;student;technology-manager,beginner
38,https://docs.microsoft.com/en-us/learn/modules/secure-your-azure-virtual-machine-disks/,learn.secure-your-azure-virtual-machine-disks,/learn/modules/secure-your-azure-virtual-machine-disks/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-host-security/,Secure your Azure virtual machine disks,8,"2,197","17,916",82.21%,"1,911","1,571","1,747",17.0,381.7008333,10.4242376,61,4.8777777780000005,90,406,340,azure;azure-virtual-machines;azure-storage;azure-resource-manager;azure-disk-storage;azure-disk-encryption,developer;solution-architect;security-engineer;administrator,intermediate
39,https://docs.microsoft.com/en-us/learn/modules/create-linux-virtual-machine-in-azure/,learn.create-linux-vm-in-azure,/learn/modules/create-linux-virtual-machine-in-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-host-security/,Create a Linux virtual machine in Azure,9,"9,866","81,253",54.96%,"8,179","4,495","4,920",88.0,3116.893056,18.95536016,86,4.73220339,295,"6,764","3,392",azure;azure-portal;azure-virtual-machines,administrator;developer;student,beginner
40,https://docs.microsoft.com/en-us/learn/modules/create-windows-virtual-machine-in-azure/,learn.create-a-windows-vm-in-azure,/learn/modules/create-windows-virtual-machine-in-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-host-security/,Create a Windows virtual machine in Azure,7,"13,430","78,793",44.63%,"10,549","4,708","5,158",50.0,1862.3313890000002,8.320170017,51,4.773519164,287,"2,002","1,446",azure;azure-virtual-machines,administrator;developer;student,beginner
41,https://docs.microsoft.com/en-us/learn/modules/manage-advanced-ediscovery/,learn.wwl.manage-advanced-ediscovery,/learn/modules/manage-advanced-ediscovery/,ms-500,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,Manage Advanced eDiscovery,8,108,558,58.18%,55,32,48,,19.77222222,10.9845679,34,5.0,2,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
42,https://docs.microsoft.com/en-us/learn/modules/manage-advanced-ediscovery/,learn.wwl.manage-advanced-ediscovery,/learn/modules/manage-advanced-ediscovery/,ms-101,https://docs.microsoft.com/en-us/learn/paths/manage-content-search-investigations-microsoft-365/,Manage Advanced eDiscovery,8,108,558,58.18%,55,32,48,,19.77222222,10.9845679,34,5.0,2,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
43,https://docs.microsoft.com/en-us/learn/modules/explore-reporting-microsoft-365-security-services/,learn.wwl.explore-reporting-microsoft-365-security-services,/learn/modules/explore-reporting-microsoft-365-security-services/,ms-500,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,Explore reporting in the Microsoft 365 security services,12,121,994,69.62%,79,55,69,,18.35777778,9.103030302999999,37,5.0,6,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
44,https://docs.microsoft.com/en-us/learn/modules/explore-reporting-microsoft-365-security-services/,learn.wwl.explore-reporting-microsoft-365-security-services,/learn/modules/explore-reporting-microsoft-365-security-services/,ms-101,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-security-services/,Explore reporting in the Microsoft 365 security services,12,121,994,69.62%,79,55,69,,18.35777778,9.103030302999999,37,5.0,6,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
45,https://docs.microsoft.com/en-us/learn/modules/azure-data-subject-requests/,learn.azure-data-subject-requests,/learn/modules/azure-data-subject-requests/,ms-500,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,Responding to Data Subject Requests (DSRs),9,60,299,50.00%,32,16,22,1.0,7.960555556,7.960555556,49,5.0,1,,,azure;azure-active-directory;m365-information-protection,administrator;devops-engineer;solution-architect;security-engineer,beginner
46,https://docs.microsoft.com/en-us/learn/modules/m365-messaging-manage-compliance/,learn-m365.m365-messaging-manage-compliance,/learn/modules/m365-messaging-manage-compliance/,ms-500,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,Manage compliance in Microsoft 365 and Exchange Online,7,289,"1,728",57.42%,209,120,134,,84.14083333,17.46868512,44,4.818181818,11,,,m365;office-365;office-exchange-server,administrator,intermediate
47,https://docs.microsoft.com/en-us/learn/modules/m365-messaging-manage-compliance/,learn-m365.m365-messaging-manage-compliance,/learn/modules/m365-messaging-manage-compliance/,ms-203,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-secure-environment/,Manage compliance in Microsoft 365 and Exchange Online,7,289,"1,728",57.42%,209,120,134,,84.14083333,17.46868512,44,4.818181818,11,,,m365;office-365;office-exchange-server,administrator,intermediate
48,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-insider-prepare-communication-compliance/,learn-m365.m365-compliance-insider-prepare-communication-compliance,/learn/modules/m365-compliance-insider-prepare-communication-compliance/,ms-500,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,Prepare communication compliance in Microsoft 365,7,552,"3,208",62.83%,374,235,282,2.0,160.22722219999997,17.41600242,76,4.555555556,9,,,m365;office-365,administrator,intermediate
49,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-insider-plan-information-barriers/,learn-m365.m365-compliance-insider-plan-information-barriers,/learn/modules/m365-compliance-insider-plan-information-barriers/,ms-500,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,Plan information barriers,4,346,"1,530",79.26%,270,214,247,1.0,59.73305556,10.35833333,25,4.5,10,,,m365;office-365,administrator,intermediate
50,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-insider-manage-insider-risk/,learn-m365.m365-compliance-insider-manage-insider-risk,/learn/modules/m365-compliance-insider-manage-insider-risk/,ms-500,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,Manage insider risk in Microsoft 365,7,964,"6,272",60.92%,847,516,588,2.0,357.09,22.22551867,58,4.64,25,,,m365;office-365,administrator,intermediate
51,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-insider-manage-insider-risk/,learn-m365.m365-compliance-insider-manage-insider-risk,/learn/modules/m365-compliance-insider-manage-insider-risk/,sc-200,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-microsoft-365-defender/,Manage insider risk in Microsoft 365,7,964,"6,272",60.92%,847,516,588,2.0,357.09,22.22551867,58,4.64,25,,,m365;office-365,administrator,intermediate
52,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-insider-manage-customer-lockbox/,learn-m365.m365-compliance-insider-manage-customer-lockbox,/learn/modules/m365-compliance-insider-manage-customer-lockbox/,ms-500,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,Manage Customer Lockbox,3,396,"1,256",74.01%,277,205,236,1.0,44.34166667,6.718434342999999,25,4.846153846,13,,,m365;office-365,administrator,intermediate
53,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-insider-implement-privileged-access-management/,learn-m365.m365-compliance-insider-implement-privileged-access-management,/learn/modules/m365-compliance-insider-implement-privileged-access-management/,ms-500,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,Implement privileged access management,3,371,"1,361",73.85%,283,209,239,1.0,71.94805556,11.63580413,39,4.6,10,,,m365;office-365,administrator,intermediate
54,https://docs.microsoft.com/en-us/learn/modules/compmgmt-explore-compliance/,learn-m365.compmgmt-explore-compliance,/learn/modules/compmgmt-explore-compliance/,ms-500,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,Explore Microsoft Compliance Manager,11,"1,266","8,124",10.72%,"1,213",130,150,,155.84305559999999,7.3859268039999995,71,4.875,8,,,m365;office-365,administrator,intermediate
55,https://docs.microsoft.com/en-us/learn/modules/protect-against-malicious-attacks-unauthorized-access-with-microsoft-edge/,learn.wwl.protect-against-malicious-attacks-unauthorized-access-with-microsoft-edge,/learn/modules/protect-against-malicious-attacks-unauthorized-access-with-microsoft-edge/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-threat-protection/,Protect against malicious attacks and unauthorized access with Microsoft Edge,7,193,793,42.86%,133,57,65,1.0,11.62861111,3.6151122630000003,24,4.5,2,,,m365;office-365;microsoft-edge;internet-explorer,administrator,intermediate
56,https://docs.microsoft.com/en-us/learn/modules/manage-device-compliance/,learn.wwl.manage-device-compliance,/learn/modules/manage-device-compliance/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-threat-protection/,Manage device compliance,7,87,460,74.07%,54,40,48,,14.15027778,9.758812261000001,27,5.0,4,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
57,https://docs.microsoft.com/en-us/learn/modules/manage-device-compliance/,learn.wwl.manage-device-compliance,/learn/modules/manage-device-compliance/,ms-101,https://docs.microsoft.com/en-us/learn/paths/implement-mobile-device-management-microsoft-365/,Manage device compliance,7,87,460,74.07%,54,40,48,,14.15027778,9.758812261000001,27,5.0,4,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
58,https://docs.microsoft.com/en-us/learn/modules/implement-microsoft-defender-for-identity/,learn.wwl.implement-microsoft-defender-for-identity,/learn/modules/implement-microsoft-defender-for-identity/,ms-500,https://docs.microsoft.com/en-us/learn/paths/implement-manage-threat-protection/,Implement Microsoft Defender for Identity,6,133,618,56.38%,94,53,59,1.0,31.55361111,14.23471178,31,4.8,5,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
59,https://docs.microsoft.com/en-us/learn/modules/implement-microsoft-defender-for-identity/,learn.wwl.implement-microsoft-defender-for-identity,/learn/modules/implement-microsoft-defender-for-identity/,ms-101,https://docs.microsoft.com/en-us/learn/paths/implement-microsoft-365-threat-intelligence/,Implement Microsoft Defender for Identity,6,133,618,56.38%,94,53,59,1.0,31.55361111,14.23471178,31,4.8,5,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
