,LiveUrl,Uid,Title_x,Url,Certification,lp_url,Title_y,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
10,https://docs.microsoft.com/en-us/learn/modules/protect-against-security-threats-azure/,learn.azure.protect-against-security-threats-azure,Protect against security threats on Azure (AZ-900) ,/learn/modules/protect-against-security-threats-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Protect against security threats on Azure (AZ-900),8,"34,780","306,729",54.68%,"32,928","18,004","17,632",89.0,13215.94389,22.79921315,25,4.742530756,1138.0,"11,303","9,722",azure,administrator;business-owner;business-user;student;technology-manager,beginner
11,https://docs.microsoft.com/en-us/learn/modules/protect-against-security-threats-azure/,learn.azure.protect-against-security-threats-azure,Protect against security threats on Azure (AZ-900) ,/learn/modules/protect-against-security-threats-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Protect against security threats on Azure (AZ-900),8,"34,780","306,729",54.68%,"32,928","18,004","17,632",89.0,13215.94389,22.79921315,25,4.742530756,1138.0,"11,303","9,722",azure,administrator;business-owner;business-user;student;technology-manager,beginner
12,https://docs.microsoft.com/en-us/learn/modules/protect-against-security-threats-azure/,learn.azure.protect-against-security-threats-azure,Protect against security threats on Azure (AZ-900) ,/learn/modules/protect-against-security-threats-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Protect against security threats on Azure (AZ-900),8,"34,780","306,729",54.68%,"32,928","18,004","17,632",89.0,13215.94389,22.79921315,25,4.742530756,1138.0,"11,303","9,722",azure,administrator;business-owner;business-user;student;technology-manager,beginner
13,https://docs.microsoft.com/en-us/learn/modules/protect-against-security-threats-azure/,learn.azure.protect-against-security-threats-azure,Protect against security threats on Azure (AZ-900) ,/learn/modules/protect-against-security-threats-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,Protect against security threats on Azure (AZ-900),8,"34,780","306,729",54.68%,"32,928","18,004","17,632",89.0,13215.94389,22.79921315,25,4.742530756,1138.0,"11,303","9,722",azure,administrator;business-owner;business-user;student;technology-manager,beginner
14,https://docs.microsoft.com/en-us/learn/modules/capture-application-logs-app-service/,learn.azure.capture-application-logs-app-service,Capture Web Application Logs with App Service Diagnostics Logging ,/learn/modules/capture-application-logs-app-service/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Capture Web Application Logs with App Service Diagnostics Logging,8,"5,922","30,612",26.96%,"4,537","1,223","1,230",8.0,1361.913333,13.79851402,55,4.727272727,99.0,"1,234","1,001",azure;dotnet;aspnet-core;dotnet-core,developer;security-engineer,beginner
15,https://docs.microsoft.com/en-us/learn/modules/secure-vms-with-azure-security-center/,learn.azure-security.secure-vms-with-security-center,Protect your servers and VMs from brute-force and malware attacks with Azure Security Center ,/learn/modules/secure-vms-with-azure-security-center/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Protect your servers and VMs from brute-force and malware attacks with Azure Security Center,6,965,"6,032",78.43%,830,651,679,3.0,151.4169444,9.414525043,44,4.315789474,19.0,,,azure;azure-security-center,security-engineer,intermediate
16,https://docs.microsoft.com/en-us/learn/modules/secure-vms-with-azure-security-center/,learn.azure-security.secure-vms-with-security-center,Protect your servers and VMs from brute-force and malware attacks with Azure Security Center ,/learn/modules/secure-vms-with-azure-security-center/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-host-security/,Protect your servers and VMs from brute-force and malware attacks with Azure Security Center,6,965,"6,032",78.43%,830,651,679,3.0,151.4169444,9.414525043,44,4.315789474,19.0,,,azure;azure-security-center,security-engineer,intermediate
17,https://docs.microsoft.com/en-us/learn/modules/resolve-threats-with-azure-security-center/,learn.azure-security.resolve-threats-with-azure-security-center,Resolve security threats with Azure Security Center ,/learn/modules/resolve-threats-with-azure-security-center/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Resolve security threats with Azure Security Center,7,"1,861","12,869",66.84%,"1,375",919,944,13.0,343.5608333,11.07665234,44,4.473684211,38.0,334,308,azure;azure-security-center,security-engineer,intermediate
18,https://docs.microsoft.com/en-us/learn/modules/identify-threats-with-azure-security-center/,learn.azure-security.identify-threats-with-azure-security-center,Identify security threats with Azure Security Center ,/learn/modules/identify-threats-with-azure-security-center/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Identify security threats with Azure Security Center,7,797,"5,787",77.06%,693,534,566,4.0,169.2258333,12.73971142,43,4.666666667,18.0,,,azure;azure-security-center,security-engineer,beginner
19,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,learn.analyze-infrastructure-with-azure-monitor-logs,Analyze your Azure infrastructure by using Azure Monitor logs ,/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Analyze your Azure infrastructure by using Azure Monitor logs,5,"3,681","19,587",70.26%,"2,932","2,060","2,125",7.0,733.7158333,11.95950829,36,4.722772277,101.0,973,925,azure;azure-monitor,solution-architect;administrator;security-engineer,beginner
20,https://docs.microsoft.com/en-us/learn/modules/secure-app-with-oidc-and-azure-ad/,learn.secure-app-with-oidc-and-azure-ad,Secure your application by using OpenID Connect and Azure AD ,/learn/modules/secure-app-with-oidc-and-azure-ad/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Secure your application by using OpenID Connect and Azure AD,6,"3,495","15,123",51.99%,"2,258","1,174","1,232",7.0,641.9161111000001,11.02001907,50,4.8085106380000004,47.0,603,537,azure;azure-active-directory,solution-architect;developer;security-engineer,intermediate
21,https://docs.microsoft.com/en-us/learn/modules/secure-app-with-oidc-and-azure-ad/,learn.secure-app-with-oidc-and-azure-ad,Secure your application by using OpenID Connect and Azure AD ,/learn/modules/secure-app-with-oidc-and-azure-ad/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Secure your application by using OpenID Connect and Azure AD,6,"3,495","15,123",51.99%,"2,258","1,174","1,232",7.0,641.9161111000001,11.02001907,50,4.8085106380000004,47.0,603,537,azure;azure-active-directory,solution-architect;developer;security-engineer,intermediate
22,https://docs.microsoft.com/en-us/learn/modules/create-an-azure-account/,learn.create-azure-account,Create an Azure account ,/learn/modules/create-an-azure-account/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Create an Azure account,7,"12,129","53,836",37.89%,"6,856","2,598","2,460",22.0,1404.2872220000002,6.946758458,39,4.826923077,208.0,,,azure;azure-portal,administrator;solution-architect;developer;security-engineer;student,beginner
23,https://docs.microsoft.com/en-us/learn/modules/create-an-azure-account/,learn.create-azure-account,Create an Azure account ,/learn/modules/create-an-azure-account/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Create an Azure account,7,"12,129","53,836",37.89%,"6,856","2,598","2,460",22.0,1404.2872220000002,6.946758458,39,4.826923077,208.0,,,azure;azure-portal,administrator;solution-architect;developer;security-engineer;student,beginner
24,https://docs.microsoft.com/en-us/learn/modules/manage-device-identity-ad-join/,learn.azure.manage-device-identity-ad-join,Manage device identity with Azure AD join and Enterprise State Roaming ,/learn/modules/manage-device-identity-ad-join/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Manage device identity with Azure AD join and Enterprise State Roaming,5,"2,618","13,826",69.57%,"1,962","1,365","1,490",10.0,803.8808333,18.42354851,25,4.796875,64.0,,,azure-active-directory,administrator;solution-architect,intermediate
25,https://docs.microsoft.com/en-us/learn/modules/manage-device-identity-ad-join/,learn.azure.manage-device-identity-ad-join,Manage device identity with Azure AD join and Enterprise State Roaming ,/learn/modules/manage-device-identity-ad-join/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Manage device identity with Azure AD join and Enterprise State Roaming,5,"2,618","13,826",69.57%,"1,962","1,365","1,490",10.0,803.8808333,18.42354851,25,4.796875,64.0,,,azure-active-directory,administrator;solution-architect,intermediate
26,https://docs.microsoft.com/en-us/learn/modules/create-users-and-groups-in-azure-active-directory/,learn.azure.create-users-and-groups-in-azure-active-directory,Create Azure users and groups in Azure Active Directory ,/learn/modules/create-users-and-groups-in-azure-active-directory/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Create Azure users and groups in Azure Active Directory,8,"6,987","50,480",52.37%,"5,734","3,003","3,125",13.0,2064.605278,17.72954296,41,4.72972973,185.0,"3,035","2,291",azure;azure-active-directory,administrator,beginner
27,https://docs.microsoft.com/en-us/learn/modules/create-users-and-groups-in-azure-active-directory/,learn.azure.create-users-and-groups-in-azure-active-directory,Create Azure users and groups in Azure Active Directory ,/learn/modules/create-users-and-groups-in-azure-active-directory/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Create Azure users and groups in Azure Active Directory,8,"6,987","50,480",52.37%,"5,734","3,003","3,125",13.0,2064.605278,17.72954296,41,4.72972973,185.0,"3,035","2,291",azure;azure-active-directory,administrator,beginner
28,https://docs.microsoft.com/en-us/learn/modules/allow-users-reset-their-password/,learn.azure.allow-users-to-reset-their-password,Allow users to reset their password with Azure Active Directory self-service password reset ,/learn/modules/allow-users-reset-their-password/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Allow users to reset their password with Azure Active Directory self-service password reset,6,"3,599","23,942",73.83%,"3,137","2,316","2,447",11.0,860.5405556,14.34632768,31,4.8347826089999995,115.0,"1,124",987,azure;azure-active-directory,administrator;solution-architect,beginner
29,https://docs.microsoft.com/en-us/learn/modules/allow-users-reset-their-password/,learn.azure.allow-users-to-reset-their-password,Allow users to reset their password with Azure Active Directory self-service password reset ,/learn/modules/allow-users-reset-their-password/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Allow users to reset their password with Azure Active Directory self-service password reset,6,"3,599","23,942",73.83%,"3,137","2,316","2,447",11.0,860.5405556,14.34632768,31,4.8347826089999995,115.0,"1,124",987,azure;azure-active-directory,administrator;solution-architect,beginner
30,https://docs.microsoft.com/en-us/learn/modules/add-custom-domain-name-azure-active-directory/,learn.azure.add-custom-domain-name-azure-active-directory,Add custom domain name to Azure Active Directory ,/learn/modules/add-custom-domain-name-azure-active-directory/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Add custom domain name to Azure Active Directory,5,"1,670","8,961",79.82%,"1,323","1,056","1,140",10.0,240.6858333,8.64739521,18,4.94,50.0,,,azure;azure-active-directory,administrator,beginner
31,https://docs.microsoft.com/en-us/learn/modules/add-custom-domain-name-azure-active-directory/,learn.azure.add-custom-domain-name-azure-active-directory,Add custom domain name to Azure Active Directory ,/learn/modules/add-custom-domain-name-azure-active-directory/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Add custom domain name to Azure Active Directory,5,"1,670","8,961",79.82%,"1,323","1,056","1,140",10.0,240.6858333,8.64739521,18,4.94,50.0,,,azure;azure-active-directory,administrator,beginner
32,https://docs.microsoft.com/en-us/learn/modules/secure-aad-users-with-mfa/,learn.azure-security.secure-aad-users-with-mfa,Secure Azure Active Directory users with Multi-Factor Authentication ,/learn/modules/secure-aad-users-with-mfa/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Secure Azure Active Directory users with Multi-Factor Authentication,6,"2,546","15,635",66.60%,"2,135","1,422","1,523",12.0,536.0533333000001,12.63283582,38,4.805970149,67.0,,,azure;azure-portal;azure-active-directory,security-engineer;administrator,beginner
33,https://docs.microsoft.com/en-us/learn/modules/secure-aad-users-with-mfa/,learn.azure-security.secure-aad-users-with-mfa,Secure Azure Active Directory users with Multi-Factor Authentication ,/learn/modules/secure-aad-users-with-mfa/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Secure Azure Active Directory users with Multi-Factor Authentication,6,"2,546","15,635",66.60%,"2,135","1,422","1,523",12.0,536.0533333000001,12.63283582,38,4.805970149,67.0,,,azure;azure-portal;azure-active-directory,security-engineer;administrator,beginner
34,https://docs.microsoft.com/en-us/learn/modules/secure-aad-users-with-mfa/,learn.azure-security.secure-aad-users-with-mfa,Secure Azure Active Directory users with Multi-Factor Authentication ,/learn/modules/secure-aad-users-with-mfa/,sc-300,https://docs.microsoft.com/en-us/learn/paths/implement-authentication-access-management-solution/,Secure Azure Active Directory users with Multi-Factor Authentication,6,"2,546","15,635",66.60%,"2,135","1,422","1,523",12.0,536.0533333000001,12.63283582,38,4.805970149,67.0,,,azure;azure-portal;azure-active-directory,security-engineer;administrator,beginner
35,https://docs.microsoft.com/en-us/learn/modules/manage-users-and-groups-in-aad/,learn.azure-security.manage-users-and-groups-in-aad,Manage users and groups in Azure Active Directory ,/learn/modules/manage-users-and-groups-in-aad/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Manage users and groups in Azure Active Directory,7,"6,455","40,361",52.87%,"4,751","2,512","2,645",13.0,2133.039722,19.82686032,50,4.787709497,179.0,,,azure;azure-active-directory,security-engineer;administrator,beginner
36,https://docs.microsoft.com/en-us/learn/modules/manage-users-and-groups-in-aad/,learn.azure-security.manage-users-and-groups-in-aad,Manage users and groups in Azure Active Directory ,/learn/modules/manage-users-and-groups-in-aad/,az-500,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Manage users and groups in Azure Active Directory,7,"6,455","40,361",52.87%,"4,751","2,512","2,645",13.0,2133.039722,19.82686032,50,4.787709497,179.0,,,azure;azure-active-directory,security-engineer;administrator,beginner
37,https://docs.microsoft.com/en-us/learn/modules/secure-azure-resources-with-rbac/,learn.secure-azure-resources-with-rbac,Secure your Azure resources with Azure role-based access control (Azure RBAC) ,/learn/modules/secure-azure-resources-with-rbac/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,Secure your Azure resources with Azure role-based access control (Azure RBAC),8,"6,030","50,726",64.16%,"5,296","3,398","3,619",14.0,1999.7569440000002,19.89807905,37,4.726190476,168.0,,,azure;azure-portal;azure-active-directory;azure-rbac,administrator;solution-architect;security-engineer,beginner
38,https://docs.microsoft.com/en-us/learn/modules/control-and-organize-with-azure-resource-manager/,learn.control-and-organize-with-resource-manager,Control and organize Azure resources with Azure Resource Manager ,/learn/modules/control-and-organize-with-azure-resource-manager/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,Control and organize Azure resources with Azure Resource Manager,8,"8,505","56,026",56.13%,"6,325","3,550","3,743",19.0,2280.560278,16.08860866,46,4.80608365,263.0,,,azure;azure-resource-manager,solution-architect;administrator,intermediate
39,https://docs.microsoft.com/en-us/learn/modules/manage-subscription-access-azure-rbac/,learn.azure.manage-subscription-access-azure-rbac,Manage access to an Azure subscription by using Azure role-based access control (Azure RBAC) ,/learn/modules/manage-subscription-access-azure-rbac/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,Manage access to an Azure subscription by using Azure role-based access control (Azure RBAC),5,"2,757","17,509",72.28%,"2,240","1,619","1,689",21.0,501.8052778,10.92068069,21,4.847222222,72.0,,,azure;azure-active-directory;azure-rbac,administrator,beginner
40,https://docs.microsoft.com/en-us/learn/modules/create-custom-azure-roles-with-rbac/,learn.azure.create-custom-roles-rbac,Create custom roles for Azure resources with Azure role-based access control (Azure RBAC) ,/learn/modules/create-custom-azure-roles-with-rbac/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,Create custom roles for Azure resources with Azure role-based access control (Azure RBAC),6,"2,145","14,690",77.69%,"1,865","1,449","1,519",12.0,420.6497222,11.7664258,30,4.766233766,77.0,,,azure;azure-rbac,administrator,beginner
41,https://docs.microsoft.com/en-us/learn/modules/build-cloud-governance-strategy-azure/,learn.azure.build-cloud-governance-strategy-azure,Build a cloud governance strategy on Azure ,/learn/modules/build-cloud-governance-strategy-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,Build a cloud governance strategy on Azure,12,"28,125","313,383",56.84%,"24,955","14,185","14,761",57.0,15325.38889,32.69416296,48,4.718421053,760.0,,,azure;azure-blueprints;azure-policy;azure-rbac,administrator;business-owner;business-user;developer;student;technology-manager,beginner
42,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-azure-network-infrastructure/,learn.troubleshoot-azure-network-infrastructure,Monitor and troubleshoot your end-to-end Azure network infrastructure by using network monitoring tools ,/learn/modules/troubleshoot-azure-network-infrastructure/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,Monitor and troubleshoot your end-to-end Azure network infrastructure by using network monitoring tools,6,"2,739","16,679",70.22%,"2,099","1,474","1,536",9.0,737.7319444,16.16061215,62,4.463414633999999,82.0,,,azure;azure-virtual-network;azure-network-watcher,solution-architect;administrator,beginner
43,https://docs.microsoft.com/en-us/learn/modules/secure-and-isolate-with-nsg-and-service-endpoints/,learn.secure-and-isolate-with-nsg-and-service-endpoints,Secure and isolate access to Azure resources by using network security groups and service endpoints ,/learn/modules/secure-and-isolate-with-nsg-and-service-endpoints/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,Secure and isolate access to Azure resources by using network security groups and service endpoints,6,"4,838","30,287",60.46%,"4,024","2,433","2,508",3.0,1822.356944,22.60054086,43,4.666666667,144.0,723,602,azure;azure-virtual-network,solution-architect;administrator;security-engineer,beginner
44,https://docs.microsoft.com/en-us/learn/modules/end-to-end-encryption-with-app-gateway/,learn.end-to-end-encryption-with-app-gateway,Encrypt network traffic end to end with Azure Application Gateway ,/learn/modules/end-to-end-encryption-with-app-gateway/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,Encrypt network traffic end to end with Azure Application Gateway,7,"1,520","11,459",78.07%,"1,204",940,"1,005",3.0,307.16222220000003,12.12482456,77,4.787878788,33.0,,,azure;azure-virtual-network;azure-application-gateway,solution-architect;developer;security-engineer,intermediate
45,https://docs.microsoft.com/en-us/learn/modules/configure-network-for-azure-virtual-machines/,learn.configure-the-network-for-your-virtual-machines,Configure the network for your virtual machines ,/learn/modules/configure-network-for-azure-virtual-machines/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,Configure the network for your virtual machines,8,"5,132","28,460",48.58%,"3,440","1,671","1,741",6.0,1143.290833,13.36661146,94,4.701149425,87.0,,,azure;azure-virtual-machines;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-virtual-network,developer;administrator;security-engineer,intermediate
46,https://docs.microsoft.com/en-us/learn/modules/secure-network-connectivity-azure/,learn.azure.secure-network-connectivity-azure,Secure network connectivity on Azure (AZ-900) ,/learn/modules/secure-network-connectivity-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,Secure network connectivity on Azure (AZ-900),9,"23,043","225,441",67.19%,"20,751","13,942","14,659",99.0,9524.083333,24.7990713,34,4.7768395660000005,829.0,"6,538","6,050",azure,administrator;developer;business-owner;business-user;student;technology-manager,beginner
47,https://docs.microsoft.com/en-us/learn/modules/secure-your-azure-virtual-machine-disks/,learn.secure-your-azure-virtual-machine-disks,Secure your Azure virtual machine disks ,/learn/modules/secure-your-azure-virtual-machine-disks/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-host-security/,Secure your Azure virtual machine disks,8,"1,917","14,413",69.06%,"1,632","1,127","1,210",4.0,368.8172222,11.54357503,61,4.739130435,46.0,488,434,azure;azure-virtual-machines;azure-storage;azure-resource-manager;azure-disk-storage;azure-disk-encryption,developer;solution-architect;security-engineer;administrator,intermediate
48,https://docs.microsoft.com/en-us/learn/modules/create-linux-virtual-machine-in-azure/,learn.create-linux-vm-in-azure,Create a Linux virtual machine in Azure ,/learn/modules/create-linux-virtual-machine-in-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-host-security/,Create a Linux virtual machine in Azure,9,"10,702","84,037",50.44%,"9,143","4,612","4,848",95.0,2539.673889,14.23850059,86,4.807142857,280.0,"6,209","3,681",azure;azure-portal;azure-virtual-machines,administrator;developer;student,beginner
49,https://docs.microsoft.com/en-us/learn/modules/create-windows-virtual-machine-in-azure/,learn.create-a-windows-vm-in-azure,Create a Windows virtual machine in Azure ,/learn/modules/create-windows-virtual-machine-in-azure/,az-500,https://docs.microsoft.com/en-us/learn/paths/implement-host-security/,Create a Windows virtual machine in Azure,7,"13,887","77,544",36.48%,"10,983","4,007","4,161",59.0,1554.1994439999999,6.715054847,51,4.7351598169999995,219.0,"2,361","1,750",azure;azure-virtual-machines,administrator;developer;student,beginner
50,https://docs.microsoft.com/en-us/learn/modules/m365-threat-safeguard/,learn-m365.m365-threat-safeguard,Safeguard your environment with Microsoft Defender for Identity ,/learn/modules/m365-threat-safeguard/,ms-500,https://docs.microsoft.com/en-us/learn/paths/m365-security-threat-protection/,Safeguard your environment with Microsoft Defender for Identity,5,"1,276","8,121",64.57%,"1,098",709,752,2.0,381.00555560000004,17.91562173,68,4.8,20.0,,,m365;azure;m365-threat-protection,administrator,intermediate
51,https://docs.microsoft.com/en-us/learn/modules/m365-threat-safeguard/,learn-m365.m365-threat-safeguard,Safeguard your environment with Microsoft Defender for Identity ,/learn/modules/m365-threat-safeguard/,sc-200,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-microsoft-365-defender/,Safeguard your environment with Microsoft Defender for Identity,5,"1,276","8,121",64.57%,"1,098",709,752,2.0,381.00555560000004,17.91562173,68,4.8,20.0,,,m365;azure;m365-threat-protection,administrator,intermediate
52,https://docs.microsoft.com/en-us/learn/modules/m365-threat-remediate/,learn-m365.m365-threat-remediate,Remediate risks with Microsoft Defender for Office 365 ,/learn/modules/m365-threat-remediate/,ms-500,https://docs.microsoft.com/en-us/learn/paths/m365-security-threat-protection/,Remediate risks with Microsoft Defender for Office 365,5,"1,575","8,143",54.26%,"1,421",771,803,2.0,373.5286111,14.22966138,49,4.8888888889999995,18.0,,,m365;office-365;m365-threat-protection,administrator,intermediate
53,https://docs.microsoft.com/en-us/learn/modules/m365-threat-remediate/,learn-m365.m365-threat-remediate,Remediate risks with Microsoft Defender for Office 365 ,/learn/modules/m365-threat-remediate/,sc-200,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-microsoft-365-defender/,Remediate risks with Microsoft Defender for Office 365,5,"1,575","8,143",54.26%,"1,421",771,803,2.0,373.5286111,14.22966138,49,4.8888888889999995,18.0,,,m365;office-365;m365-threat-protection,administrator,intermediate
